,gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
7478,GAD276861,Dennis Gadbois,Dennis,Dennis,Gadbois,,,,GAD276861,,GadbDe20,,,,32004741-4427-6861-ede9-880f65cdd51b,1963-09-18,WR,WR,,,73.0,183.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbpep5iq8uwvjq8du78b",Boston University,,0.0,1987,1988,NE,ACT,,,2,,,,,,
7480,00-0024574,Christian Gaddis,Christian,Christian,Gaddis,,,,GAD520722,,GaddCh20,,,10911.0,32004741-4452-0722-9979-ef176c76cb01,1984-10-05,OL,G,,,73.0,300.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vp0o1yeurqgi8387fjet",Villanova,,61.0,2007,2009,BUF,ACT,,,2,,,,,,
7482,GAD553722,Robert Gaddis,Robert,Robert,Gaddis,,,,GAD553722,,,,,,32004741-4455-3722-7ec5-7a785d1234c5,1952-01-20,WR,WR,,,71.0,178.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iulzpmshbo4oyisgnfpu",Mississippi Valley State University,,0.0,1976,1976,BUF,ACT,,,1,,,,,,
7443,00-0005639,William Fuller,William,William,Fuller,,,,FUL498348,,FullWi00,,,,32004655-4c49-8348-4979-8555a3c8c681,1962-03-08,DL,DE,,,75.0,280.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mccltbvra1wfn9rcnpwn",North Carolina,,95.0,1986,1998,LAC,ACT,,,13,,,1984.0,1.0,21.0,LA
7483,00-0023074,Samkon Gado,Samkon,Samkon,Gado,,,,GAD679834,,GadoSa00,,,9387.0,32004741-4467-9834-fd4e-b0c1660af512,1982-11-13,RB,RB,,,70.0,226.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jkb0g7uoehzec5xv7pvd",Liberty,,38.0,2005,2009,LA,ACT,,,4,,,,,,
7441,FUL456819,Steve Fuller,Steve,Stephen,Fuller,,,,FUL456819,,FullSt00,,,,32004655-4c45-6819-8992-e08c0d953f4a,1957-01-05,QB,QB,,,76.0,198.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwpriz9wpd0epedysmbl",Clemson,,0.0,1979,1986,CHI,ACT,,,8,,,1979.0,1.0,23.0,KC
7439,FUL415290,Mike Fuller,Mike,Michael,Fuller,,,,FUL415290,,FullMi20,,,,32004655-4c41-5290-ee21-9c6d722a2d57,1953-04-07,DB,FS,,,70.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jenygbz39waknbmdd4xk",Auburn,,0.0,1975,1982,CIN,ACT,,,8,,,1975.0,3.0,73.0,LAC
7389,00-0005606,William Frizzell,William,William,Frizzell,,,,FRI791020,,FrizWi20,,,6738.0,32004652-4979-1020-63be-94b3f16a7ca2,1962-09-08,DB,DB,,,75.0,198.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpb3aaf6frfm98bazxji",North Carolina Central,,0.0,1984,1993,PHI,ACT,,,10,,,1984.0,10.0,259.0,DET
7391,FRO166116,Bill Frohbose,Bill,William,Frohbose,,,,FRO166116,,FrohBi20,,,,32004652-4f16-6116-d12e-6232baadccf9,1952-05-20,DB,DB,,,72.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xjv2nfb2zed1f7hvudq2",Miami,,0.0,1974,1974,DET,ACT,,,0,,,,,,
7392,00-0035258,Hjalte Froholdt,Hjalte,Hjalte,Froholdt,H.Froholdt,Hjalte,,FRO242081,47901.0,FrohHj00,44959.0,7909.0,3886633.0,32004652-4f24-2081-4dce-09bac366d016,1996-08-20,OL,G,OL,C,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ylkuycgg5mlekrd0e7uy",Arkansas,Southeastern Conference,72.0,2019,2026,ARI,ACT,ACT,Active,8,C,A,2019.0,4.0,118.0,NE
7396,00-0005609,Scott Frost,Scott,Scott,Frost,,,,FRO688464,23515.0,FrosSc20,,,1623.0,32004652-4f68-8464-efff-9c05847a4c9f,1975-01-04,DB,DB,,,75.0,218.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjp9owirxmltzscaa9b5",Nebraska; Stanford,,21.0,1998,2003,TB,ACT,,,6,,,1998.0,3.0,67.0,NYJ
7397,00-0032012,Isaac Fruechte,Isaac,Isaac,Fruechte,I.Fruechte,Isaac,,FRU155733,43013.0,FrueIs00,10078.0,4446.0,2970698.0,32004652-5515-5733-f56e-afe38764bbff,1991-03-07,WR,WR,WR,SLOT_WR,75.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jaubstkepqccrcqzyfew",Minnesota; University of Rochester,,15.0,2015,2016,MIN,ACT,CUT,,1,WR,,,,,
7400,00-0005616,Irving Fryar,Irving,Irving,Fryar,,,,FRY369148,,FryaIr00,,,25.0,32004652-5936-9148-ba45-62efe4663112,1962-09-28,WR,WR,,,72.0,198.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f1cetjfdapgnqaeonxzy",Nebraska,,86.0,1984,2000,WAS,ACT,,,17,,,1984.0,1.0,1.0,NE
7401,00-0040382,Josh Fryar,Josh,Josh,Fryar,J.Fryar,Josh,,FRY375148,58823.0,FryaJo00,129746.0,12704.0,4429782.0,32004652-5937-5148-3789-2626ebf7e2a3,2002-02-12,OL,OT,OL,T,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9mitmbbavxycpafysqu",Ohio State,Big Ten Conference,78.0,2025,2026,ARI,ACT,ACT,Active,2,T,A,,,,
7405,FRY461435,David Frye,David,David,Frye,,,,FRY461435,,FryeDa20,,,,32004652-5946-1435-b824-b0f5e6de359b,1961-06-21,LB,LB,,,74.0,223.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nxjhhba7ybruoqf3liwe",Purdue; Rancho Santiago Community Coll,,0.0,1983,1989,MIA,ACT,,,7,,,,,,
7406,FRY553722,Phil Frye,Phil,Philip,Frye,,,,FRY553722,,FryePh20,,,,32004652-5955-3722-35b5-069799e977e7,1958-12-20,RB,RB,,,71.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/abius0vl16ry6s1ykwnb",California Lutheran University; Utah State,,0.0,1987,1987,MIN,ACT,,,0,,,,,,
7407,FRY646009,Brian Fryer,Brian,Brian,Fryer,,,,FRY646009,,FryeBr20,,,,32004652-5964-6009-94ee-529d1bf00d85,1953-07-16,WR,WR,,,73.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvv96dq4uh5kckfe0xvk",Alberta (Canada),,0.0,1976,1976,WAS,ACT,,,0,,,1976.0,8.0,234.0,WAS
7409,00-0028035,Sione Fua,Sione,Sione,Fua,,,,FUA043162,37172.0,FuaxSi00,6249.0,1191.0,14003.0,32004655-4104-3162-7f34-9b155ed43e1a,1988-06-15,DL,DT,,,73.0,310.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d7hk8moacokxbqdkm2ss",Stanford,,70.0,2011,2014,CLE,ACT,,,4,DI,,2011.0,3.0,97.0,CAR
7410,00-0039339,Taliese Fuaga,Taliese,Taliese,Fuaga,T.Fuaga,Taliese,,FUA229226,57135.0,FuagTa00,131732.0,11622.0,4606711.0,32004655-4122-9226-13fe-6b383364e74b,2002-04-05,OL,OT,OL,T,78.0,324.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syucyosjtbmjzwqjuemd",Oregon State,Pacific Twelve Conference,75.0,2024,2026,NO,ACT,ACT,Active,3,T,A,2024.0,1.0,14.0,NO
7411,00-0005620,Chris Fuamatu-Ma'afala,Chris,Chris,Fuamatu-Ma'afala,,,,FUA415291,23632.0,FuamCh00,,,1567.0,32004655-4141-5291-5d04-3342656a5544,1977-03-04,RB,RB,,,72.0,252.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g4qj5wnwrwfqzjzog3yk",Utah,,45.0,1998,2004,JAX,ACT,,,7,,,1998.0,6.0,178.0,PIT
7414,FUG276861,Jean Fugett,Jean,Jean,Fugett,,,,FUG276861,,FugeJe00,,,,32004655-4727-6861-7674-80a706e22b4e,1951-12-16,TE,TE,,,75.0,225.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h5cdf1bgjrjqjc4rz63f",Amherst College,,0.0,1974,1979,WAS,ACT,,,8,,,,,,
7418,00-0005623,David Fulcher,David,David,Fulcher,,,,FUL041529,,FulcDa00,,,6550.0,32004655-4c04-1529-a69c-586a1b61b572,1964-09-28,DB,DB,,,75.0,228.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ph6mtedgygqfprfrq7gc",Arizona State,,0.0,1986,1993,LV,ACT,,,8,,,1986.0,3.0,78.0,CIN
7424,00-0031472,Cameron Fuller,Cameron,Cameron,Fuller,,,,FUL164818,,FullCa00,9432.0,3797.0,2971848.0,32004655-4c16-4818-72eb-1ed02bfe97c2,1991-01-24,DB,DB,,,71.0,175.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lltczchdpd4f0uxf6gma",New Mexico State,,40.0,2014,2014,SF,ACT,,,0,,,,,,
7425,00-0005627,Corey Fuller,Corey,Corey,Fuller,,,,FUL176616,,FullCo20,,,831.0,32004655-4c17-6616-fc62-755c763db2f7,1971-05-01,DB,CB,,,70.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sawlzzidwfcqu23jhd9i",Florida State,,24.0,1995,2004,BAL,ACT,,,10,,,1995.0,2.0,55.0,MIN
7427,00-0020314,Curtis Fuller,Curtis,Curtis,Fuller,,,,FUL185209,26347.0,FullCu20,,,2676.0,32004655-4c18-5209-84cf-36a13d0bf8fc,1978-07-25,DB,DB,,,70.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bui1iwrmwcstw3fg4ms7",TCU; Trinity Valley CC,,23.0,2001,2004,CAR,ACT,,,4,,,2001.0,4.0,127.0,SEA
7429,00-0005629,Eddie Fuller,Eddie,Eddie,Fuller,,,,FUL193802,,FullEd20,,,6676.0,32004655-4c19-3802-f38e-c7ceb6bdfe91,1968-06-22,RB,RB,,,69.0,201.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyetspfuqyybddzo9cgo",LSU,,0.0,1991,1993,BUF,ACT,,,4,,,1990.0,4.0,100.0,BUF
7430,00-0005631,James Fuller,James,James,Fuller,,,,FUL238674,,FullJa20,,,7528.0,32004655-4c23-8674-f1c9-8dfd5887bff6,1969-08-05,DB,DB,,,72.0,208.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvmxkwhtrxvsbwcbxmvo",Portland State; Walla Walla Community College,,22.0,1992,1996,PHI,ACT,,,3,,,1992.0,8.0,201.0,LAC
7431,FUL249174,Jeff Fuller,Jeff,Jeffery,Fuller,,,,FUL249174,,FullJe20,,,,32004655-4c24-9174-b4ec-594587a959e5,1962-08-08,LB,LB,,,74.0,216.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e1mpugk0sgihqgengslp",Texas A&M,,0.0,1984,1989,SF,ACT,,,6,,,1984.0,5.0,139.0,SF
7433,00-0005633,Joe Fuller,Joe,Joe,Fuller,,,,FUL290703,,FullJo20,,,,32004655-4c29-0703-fbb2-0eba1757d461,1964-09-25,DB,DB,,,71.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d5yut2nh9povbku5vqn4",Northern Iowa,,0.0,1990,1991,GB,ACT,,,2,,,,,,
7434,FUL332232,Johnny Fuller,Johnny,John,Fuller,,,,FUL332232,,FullJo21,,,,32004655-4c33-2232-2f9d-cf3cae931c54,1946-03-03,DB,FS,,,72.0,186.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mhasdkhkz2wz2ir6wg23",Lamar,,0.0,1974,1975,NO,ACT,,,8,,,,,,
7440,00-0005635,Randy Fuller,Randy,Randy,Fuller,,,,FUL449897,,FullRa20,,,583.0,32004655-4c44-9897-281f-5d0153ca15ee,1970-06-02,DB,DB,,,70.0,184.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qozgdtpf2cdvnb66fy1z",Tennessee State,,21.0,1994,1999,SEA,ACT,,,6,,,1994.0,4.0,123.0,DEN
7484,00-0005668,Oronde Gadsden,Oronde,Oronde,Gadsden,,,,GAD720784,,GadsOr00,,,1070.0,32004741-4472-0784-1b6d-ca39becf9d93,1971-08-20,WR,WR,,,74.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfdzmimvhptrme2x72d3",Winston Salem State University,,86.0,1995,2003,MIA,ACT,,,6,,,,,,
7485,00-0040189,Oronde Gadsden,Oronde,Oronde,Gadsden,O.Gadsden,Oronde,,GAD727534,58370.0,GadsOr01,144046.0,12525.0,4595342.0,32004741-4472-7534-60e1-93967e881273,2003-06-25,TE,TE,TE,TE,77.0,236.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs",Syracuse,Atlantic Coast Conference,86.0,2025,2026,LAC,ACT,ACT,Active,2,TE,A,2025.0,5.0,165.0,LAC
7487,GAF207645,Derrick Gaffney,Derrick,Derrick,Gaffney,,,,GAF207645,,GaffDe00,,,,32004741-4620-7645-de24-c004e1d20b5a,1955-05-24,WR,WR,,,73.0,181.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pgxg8ebvgn5y6nl4h3lx",Florida,,0.0,1978,1987,NYJ,ACT,,,8,,,1978.0,8.0,197.0,NYJ
7537,GAL480854,Allen Gallaher,Allen,Allen,Gallaher,,,,GAL480854,,GallAl20,,,,32004741-4c48-0854-9c80-8bdc81dcc7b6,1950-11-13,OL,OT,,,75.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ojfigzm4iv7eqixgpalb",USC,,0.0,1974,1974,NE,ACT,,,1,,,,,,
7539,GAL611996,Jim Gallery,Jim,James,Gallery,,,,GAL611996,,gallejam01,,,,32004741-4c61-1996-acc3-f778cde7a283,1961-09-15,SPEC,K,,,73.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k0westwmohcmefnef6up",Minnesota,,0.0,1987,1990,MIN,ACT,,,3,,,1984.0,10.0,254.0,TB
7541,00-0022836,Robert Gallery,Robert,Robert,Gallery,,,,GAL629138,28954.0,GallRo20,1723.0,6844.0,5527.0,32004741-4c62-9138-1bd0-267566ed01bf,1980-07-26,OL,G,,,79.0,325.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/weypla9c2upv4z4zd8qd",Iowa,,72.0,2004,2011,SEA,ACT,,,8,G,,2004.0,1.0,2.0,LV
7543,00-0036366,Neville Gallimore,Neville,Neville,Gallimore,N.Gallimore,Neville,,GAL636611,52490.0,GallNe00,28094.0,8822.0,3892883.0,32004741-4c63-6611-9d1e-0291de0dd367,1997-01-17,DL,DT,DL,INTERIOR_LINE,74.0,307.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/py87zsmepp3roc7eytqf",Oklahoma,Big Twelve Conference,90.0,2020,2026,CHI,ACT,ACT,Active,7,DI,A,2020.0,3.0,82.0,DAL
7547,GAL699424,David Galloway,David,David,Galloway,,,,GAL699424,,GallDa21,,,,32004741-4c69-9424-2b95-3ac5bcd5d8c1,1959-02-16,DL,DT,,,75.0,277.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ed43vbfsgzxaueanz5ux",Florida,,0.0,1982,1990,DEN,ACT,,,9,,,1982.0,2.0,38.0,LA
7548,GAL743138,Duane Galloway,Duane,Duane,Galloway,,,,GAL743138,,GallDu20,,,,32004741-4c74-3138-78f0-a60bf0a49466,1961-11-07,DB,DB,,,68.0,181.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjh6qycaah3bfrxhnuba",Arizona State; Santa Monica,,0.0,1985,1987,DET,ACT,,,2,,,,,,
7550,00-0005721,Mitchell Galloway,Mitchell,Mitchell,Galloway,,,,GAL762638,,GallMi20,,,8186.0,32004741-4c76-2638-bcb6-5b4662ba3d06,1974-10-08,WR,WR,,,68.0,178.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rlrjsnizhzmo6croegtk",East Carolina,,82.0,1997,1997,BUF,ACT,,,0,,,,,,
7551,00-0034764,Michael Gallup,Michael,Michael,Gallup,M.Gallup,Michael,,GAL779981,46150.0,GallMi00,26075.0,6966.0,4036348.0,32004741-4c77-9981-95e1-30b1c57c6002,1996-03-04,WR,WR,WR,WR,73.0,198.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tt9xpcg4x2z3osc1fcq6",Colorado State; Butler County JC,Mountain West Conference,13.0,2018,2023,DAL,ACT,CUT,Active,6,WR,A,2018.0,3.0,81.0,DAL
7554,00-0005723,Scott Galyon,Scott,Gregory,Galyon,,,,GAL813091,,GalySc20,,,1129.0,32004741-4c81-3091-54d8-f69609699b4e,1974-03-23,LB,LB,,,74.0,235.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrthx0afyjo0wa34ockq",Tennessee,,58.0,1996,2002,MIA,ACT,,,7,,,1996.0,6.0,182.0,NYG
7555,GAM118654,Vince Gamache,Vince,Vincent,Gamache,,,,GAM118654,,GamaVi20,,,,32004741-4d11-8654-c266-994e46291cd9,1961-11-18,SPEC,P,,,71.0,174.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xvb1wsjfiep4oi5wrzxl",California State-Fullerton,,0.0,1986,1987,LV,ACT,,,2,,,,,,
7563,GAM474616,Chris Gambol,Chris,Christopher,Gambol,,,,GAM474616,,GambCh21,,,,32004741-4d47-4616-ad3d-2a0dfd383690,1964-09-14,OL,G,,,78.0,290.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cfjisuucxdlu8j5zy9nu",Iowa,,0.0,1988,1990,NE,ACT,,,3,,,1987.0,3.0,58.0,IND
7564,00-0005732,Kendall Gammon,Kendall,Kendall,Gammon,,,,GAM764134,,GammKe00,,,349.0,32004741-4d76-4134-970f-f68b96bd103e,1968-10-23,SPEC,LS,,,76.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d5v5naevtv9p4nhs4cxh",Pittsburg State (KS),,83.0,1992,2006,KC,ACT,,,15,,,1992.0,11.0,291.0,PIT
7565,00-0029427,Terrance Ganaway,Terrance,Terrance,Ganaway,,,,GAN083327,38731.0,GanaTe00,7187.0,1354.0,14899.0,32004741-4e08-3327-4996-3397d5b5b96b,1988-10-07,RB,RB,,,72.0,240.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpemvdbejdcgfgohwxi6",Baylor; Houston; Texarkana College,,42.0,2012,2012,LA,ACT,,,0,HB,,2012.0,6.0,202.0,NYJ
7566,00-0023563,Dylan Gandy,Dylan,Dylan,Gandy,,,,GAN122029,29956.0,GandDy20,2346.0,1990.0,8543.0,32004741-4e12-2029-639f-584bb482f692,1982-03-08,OL,C,,,75.0,295.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lvutcm9w9cyhi9uqhgxp",Texas Tech,,65.0,2005,2013,DET,ACT,,,9,C,,2005.0,4.0,129.0,IND
7568,00-0005736,Wayne Gandy,Wayne,Wayne,Gandy,,,,GAN132154,,GandWa20,,,657.0,32004741-4e13-2154-c200-bcec211a394d,1971-02-10,OL,OT,,,77.0,315.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dtfzyy2yeft8jgju2n1i",Auburn,,68.0,1994,2008,ATL,ACT,,,15,,,1994.0,1.0,15.0,LA
7574,GAN415289,Brian Gant,Brian,Brian,Gant,,,,GAN415289,,GantBr20,,,,32004741-4e41-5289-9c01-f91d572c04ed,1965-09-06,LB,LB,,,72.0,235.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r2ygbpmkuzsh3omcyleb",Illinois State,,0.0,1987,1987,TB,ACT,,,0,,,,,,
7576,GAN474616,Earl Gant,Earl,Earl,Gant,,,,GAN474616,,GantEa00,,,,32004741-4e47-4616-1a6c-fe33329d737c,1957-07-06,RB,RB,,,72.0,207.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uxs0eduveahgugavbv03",Missouri,,0.0,1979,1980,KC,ACT,,,2,,,1979.0,5.0,112.0,KC
7579,00-0005745,Kenneth Gant,Kenneth,Kenneth,Gant,,,,GAN533943,,GantKe20,,,7120.0,32004741-4e53-3943-2167-297ba6f4da45,1967-04-18,DB,SAF,,,71.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyj26yocto3jmu93kbpx",Albany State (GA),,29.0,1990,1997,TB,ACT,,,8,,,1990.0,9.0,221.0,DAL
7581,GAN593270,Reuben Gant,Reuben,Reuben,Gant,,,,GAN593270,,GantRe00,,,,32004741-4e59-3270-a7c4-027d4601b3ba,1952-04-12,TE,TE,,,76.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bdaoauglthakbwumziqq",Oklahoma State,,0.0,1974,1980,BUF,ACT,,,7,,,1974.0,1.0,18.0,BUF
7582,00-0024460,Quinton Ganther,Quinton,Quinton,Ganther,,,,GAN664462,31061.0,GantQu00,3191.0,,9832.0,32004741-4e66-4462-6321-3261248d2017,1984-07-15,RB,RB,,,69.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/octlq7tpxyvyvyiusyjr",Utah; Citrus College,,25.0,2006,2010,BUF,ACT,,,5,,,2006.0,7.0,246.0,TEN
7583,GAN771251,Greg Gantt,Greg,Lewis,Gantt,,,,GAN771251,,GantGr20,,,,32004741-4e77-1251-313d-cb0a6f7b8145,1951-10-30,SPEC,P,,,71.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl3bhamtjs8fatniw5s1",Alabama,,0.0,1974,1975,NYJ,ACT,,,2,,,1974.0,8.0,187.0,NYJ
7585,00-0022169,Antonio Garay,Antonio,Antonio,Garay,,,,GAR023506,28231.0,GaraAn20,1497.0,2024.0,4653.0,32004741-5202-3506-79ba-6cf624a1f7ea,1979-11-30,DL,DE,,,76.0,320.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xvwaij6nxd1we6wzqwjz",Boston College,,71.0,2003,2012,LAC,ACT,,,6,DI,,2003.0,6.0,195.0,CLE
7586,GAR031342,Tony Garbarczyk,Tony,Anthony,Garbarczyk,,,,GAR031342,,GarbTo20,,,,32004741-5203-1342-fec1-26572ee4ea3e,1964-01-20,DL,DE,,,76.0,275.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/icpzwki3qpzef7rgndy5",Wake Forest; Nassau CC,,0.0,1987,1987,NYJ,ACT,,,1,,,1986.0,11.0,278.0,BUF
7536,GAL349712,Dave Gallagher,Dave,David,Gallagher,,,,GAL349712,,GallDa20,,,,32004741-4c34-9712-cdb5-db415b5bd103,1952-01-02,DL,DT,,,76.0,256.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ldqo8sfdjiooewpt3wau",Michigan,,0.0,1974,1979,DET,ACT,,,4,,,1974.0,1.0,20.0,CHI
7534,GAL262284,Ed Galigher,Ed,Edward,Galigher,,,,GAL262284,,GaliEd20,,,,32004741-4c26-2284-b7a4-f1ace428b46c,1950-10-15,DL,DE,,,76.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vcm0l3gn0r0bp5srgcx9",UCLA; Chabot College,,0.0,1974,1979,SF,ACT,,,8,,,,,,
7533,00-0027551,Junior Galette,Junior,Junior,Galette,J.Galette,Junior,,GAL199835,36075.0,GaleJu00,6018.0,155.0,13566.0,32004741-4c19-9835-97b9-cdf611488f20,1988-03-27,LB,LB,,,74.0,254.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qxdbjcu5nv4nz3twzhpq",Stillman College; Temple,,58.0,2010,2017,WAS,ACT,UFA,,7,ED,,,,,
7528,00-0005702,Harry Galbreath,Harry,Harry,Galbreath,,,,GAL174856,,GalbHa20,,,6916.0,32004741-4c17-4856-fe7c-6092bed108a4,1965-01-01,OL,G,,,73.0,295.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2hml6jeayyvumih54zs",Tennessee,,64.0,1988,1996,NYJ,ACT,,,9,,,1988.0,8.0,212.0,MIA
7488,GAF622935,Jeff Gaffney,Jeff,John,Gaffney,,,,GAF622935,,gaffnjef01,,,,32004741-4662-2935-48be-7619f5f5d9f1,1964-10-22,SPEC,K,,,74.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqpawjvyfgs6kfzbkj0y",Virginia,,0.0,1987,1987,LAC,ACT,,,0,,,,,,
7491,00-0023740,Thomas Gafford,Thomas,Thomas,Gafford,,Thomas,,GAF646935,30684.0,GaffTh20,3316.0,1613.0,10183.0,32004741-4664-6935-6d8d-bc9c426f64ad,1983-01-29,SPEC,LS,,,74.0,244.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wccvbkjp2tcdzodv7lz9",Houston,Conference USA,47.0,2008,2016,DEN,ACT,ACT,Active,9,LS,,,,,
7492,00-0021982,Justin Gage,Justin,Justin,Gage,,,,GAG105904,28179.0,GageJu00,1452.0,,4601.0,32004741-4710-5904-7935-94a5af2b18b7,1981-01-24,WR,WR,,,76.0,204.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m4cfwujzom8wwzwblm0r",Missouri,,12.0,2003,2010,TEN,ACT,,,8,,,2003.0,5.0,143.0,CHI
7494,GAG237308,Steve Gage,Steve,Steven,Gage,,,,GAG237308,,GageSt20,,,,32004741-4723-7308-4228-a8d317ada57d,1964-05-10,DB,DB,,,75.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjfxzk6va7ruhtzvberf",Tulsa,,0.0,1987,1988,WAS,ACT,,,2,,,1987.0,6.0,144.0,WAS
7496,GAG593270,Dave Gagnon,Dave,David,Gagnon,,,,GAG593270,,GagnDa00,,,,32004741-4759-3270-deea-8f8692086eda,1951-01-17,RB,RB,,,70.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aqwnfcm4tjtmtibuwfne",Ferris State,,0.0,1974,1974,CHI,ACT,,,0,,,,,,
7499,00-0005680,Derrick Gainer,Derrick,Derrick,Gainer,,,,GAI127782,,GainDe00,,,6678.0,32004741-4912-7782-a2ef-fd5542c4a73e,1966-08-15,RB,RB,,,71.0,240.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vlgmtxvmzdtavijtgyqh",Florida A&M,,0.0,1990,1993,DAL,ACT,,,3,,,1989.0,8.0,205.0,LV
7501,GAI191673,Chris Gaines,Chris,Christopher,Gaines,,,,GAI191673,,GainCh20,,,,32004741-4919-1673-1776-6feb7492e94b,1965-02-03,LB,LB,,,72.0,238.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjuvapgmdtoxbajckwok",Vanderbilt,,0.0,1988,1988,MIA,ACT,,,0,,,1988.0,5.0,120.0,ARI
7502,GAI255564,Clark Gaines,Clark,Clark,Gaines,,,,GAI255564,,GainCl00,,,,32004741-4925-5564-8e9d-f272326abec3,1954-02-01,RB,RB,,,73.0,206.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hx0hxm56i6nq7nzxaqjl",Wake Forest; Lees-McRae College,,0.0,1976,1982,KC,ACT,,,6,,,,,,
